RepRapFirmware height map file v2 generated at 2021-06-23 10:30, min error -1.052, max error 0.600, mean -0.112, deviation 0.487
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,290.00,20.00,180.00,-1.00,40.00,40.00,8,5
 -0.861, -0.587, -0.340, -0.131,  0.043,  0.188,  0.299,  0.397
 -0.891, -0.611, -0.353, -0.132,  0.064,  0.226,  0.368,  0.488
 -0.935, -0.649, -0.377, -0.138,  0.072,  0.254,  0.408,  0.544
 -0.989, -0.692, -0.408, -0.149,  0.076,  0.266,  0.431,  0.578
 -1.052, -0.739, -0.432, -0.150,  0.091,  0.292,  0.451,  0.600
